antenna_id	resonant_freq_ghz	depth_db	prominence_db	confidence	method
1271	4.559999943	-18.897017	15.390510	0.939717	local_min
4168	4.110000134	-14.696676	13.388635	0.879280	local_min
30020	5.800000191	-18.166586	13.062332	0.913507	local_min
2207	4.349999905	-30.107792	21.871254	0.986625	local_min
388	2.890000105	-17.768122	13.540594	0.918606	local_min
4859	1.389999986	-34.919895	19.982537	0.982924	local_min
1528	4.989999771	-18.418917	16.138541	0.939930	local_min
5818	4.920000076	-14.686742	13.161257	0.876742	local_min
439	4.000000000	-19.138718	14.330014	0.932305	local_min
1986	5.159999847	-20.874258	17.912451	0.961050	local_min
4328	5.869999886	-11.272449	8.097792	0.699132	local_min
4740	5.239999771	-11.016519	9.492298	0.754792	local_min
862	3.119999886	-7.259375	6.791391	0.595610	local_min
206	5.070000172	-18.672544	15.880571	0.939982	local_min
639	4.130000114	-19.088020	13.160256	0.920235	local_min
3278	5.000000000	-22.027277	19.327318	0.969049	local_min
3490	5.599999905	-28.225410	21.819591	0.985494	local_min
5730	3.829999924	-28.402195	18.037194	0.973175	local_min
3937	4.190000057	-33.217766	23.809064	0.991199	local_min
726	5.960000038	-7.117087	1.778647	0.366011	local_min
1323	4.420000076	-25.746771	21.553790	0.982761	local_min
3736	2.259999990	-5.886730	4.824659	0.518076	local_min
1138	5.340000153	-32.224899	31.191969	0.985449	local_min
3624	3.730000019	-29.119822	20.028492	0.981250	local_min
784	5.389999866	-27.937120	20.441229	0.981796	local_min
577	3.630000114	-9.419928	9.202200	0.691619	local_min
3514	5.230000019	-17.960831	15.628650	0.934833	local_min
1472	4.320000172	-29.480837	25.704000	0.992161	local_min
2681	3.960000038	-19.582090	15.089154	0.940344	local_min
1974	4.010000229	-31.847567	20.402074	0.983503	local_min
4013	3.579999924	-25.785614	20.940104	0.981353	local_min
4785	2.089999914	-23.011778	12.682418	0.925058	local_min
3625	5.030000210	-24.990643	22.805134	0.980994	local_min
4968	4.780000210	-20.200768	19.232288	0.941040	local_min
177	4.650000095	-16.988934	15.728415	0.921119	local_min
131	3.609999895	-13.886878	12.566197	0.869807	local_min
3206	3.940000057	-14.328979	12.575436	0.878891	local_min
4302	4.949999809	-43.938950	29.532328	0.997420	local_min
81	4.340000153	-17.123083	13.483078	0.914385	local_min
5055	4.909999847	-26.815035	24.421328	0.985869	local_min
3153	4.769999981	-19.975197	18.822469	0.928796	local_min
30060	5.639999866	-17.862240	14.528665	0.927368	local_min
5745	3.329999924	-13.391145	12.285224	0.860036	local_min
4502	2.750000000	-23.496403	15.824877	0.955427	local_min
1199	3.069999933	-23.746973	15.295047	0.951928	local_min
2267	3.089999914	-27.261589	18.512696	0.974498	local_min
4596	3.750000000	-14.736236	11.806561	0.876333	local_min
3375	4.789999962	-26.578827	18.839583	0.975278	local_min
4319	5.559999943	-17.846598	16.240370	0.932433	local_min
3550	4.130000114	-14.304318	13.724320	0.850546	local_min
5004	4.050000191	-21.185314	19.059562	0.965386	local_min
1892	4.719999790	-24.079405	22.587863	0.970385	local_min
2196	3.819999933	-13.003473	10.787251	0.841405	local_min
4692	4.019999981	-25.425791	22.612509	0.983265	local_min
1646	4.829999924	-13.592002	14.082154	0.793495	local_min
30080	4.280000210	-19.016258	14.914835	0.936938	local_min
